Species,Spp Code,Threat,Stress,Sensitivity,Literature Quote,Citation
Hermit Warbler (Setophaga occidentalis),herwar,3.3.1 Onshore wind turbine installations,2.1 Species mortality,Negative impact (Extrapolated),Table 2,"""Choi DY, Wittig TW, Kluever BM. 2020. An evaluation of bird and bat mortality at wind turbines in the Northeastern United States. PLOS ONE 15:e0238034. Available from https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238034 (accessed May 15, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,4.2.1 Power transmission and distribution lines,2.1 Species mortality,Possible negative impact (Extrapolated),"Table 1 (very low overal numbers, so 0.5)",Bevanger K. 1998. Biological and conservation aspects of bird mortality caused by electricity power lines: a review. Biological Conservation 86:67–76.
Hermit Warbler (Setophaga occidentalis),herwar,4.2.2 Communication towers,2.1 Species mortality,Negative impact (Extrapolated),"Neotropical migrants suffer the greatest mortality; 97.4% of birds killed are passerines, mostly warblers (Parulidae, 58.4%), vireos (Vireonidae, 13.4%), thrushes (Turdidae, 7.7%), and sparrows (Emberizidae, 5.8%)","""Longcore T et al. 2013. Avian mortality at communication towers in the United States and Canada: which species, how many, and where? Biological Conservation 158:410–419. Available from https://www.sciencedirect.com/science/article/pii/S0006320712004144 (accessed May 16, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"This species does not occur in young clear-cuts or very young second-growth forests, but becomes common once the canopy layer is well developed and closed (SFP). ","""Pearson SF. 2020. Hermit Warbler (Setophaga occidentalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.herwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/herwar/cur/introduction (accessed May 15, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,5.3.1 Logging and wood harvesting,1.1 Ecosystem conversion,Negative impact (Literature),"On managed landscapes in Washington's Cascade Mtns., Hermit and Townsend's warblers and their hybrids reach highest densities in stands > 30 yr old and are not present in stands < 20 yr old (Bettinger 1996, D. Manual and SFP unpubl.). ","""Pearson SF. 2020. Hermit Warbler (Setophaga occidentalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.herwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/herwar/cur/introduction (accessed May 15, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,5.3.1 Logging and wood harvesting,1.2 Ecosystem degradation,Negative impact (Literature),"Data from a study in the central Oregon Coast Ranges before and after timber harvest indicate that Hermit Warbler populations declined significantly in clear-cuts (0.5 trees left/0.4 ha) and in stands where three-fourths of the trees were removed, but did not decline in stands where one-third of the trees were removed in half-acre patches or in control stands without harvest (C. Chambers pers. comm.).","""Pearson SF. 2020. Hermit Warbler (Setophaga occidentalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.herwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/herwar/cur/introduction (accessed May 15, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,7.3.1 Inadequate forest management,1.2 Ecosystem degradation,Possible negative impact (Literature),"Quality of these forests may be declining because of overharvesting and shorter rotational schedules; management techniques used to increase growth and health of pines, such as spraying of herbicides and burning to control broadleaf plants, have unknown effects on Neotropical migrants (Petit et al. 1995).","""Pearson SF. 2020. Hermit Warbler (Setophaga occidentalis), version 1.0. Birds of the WorldDOI: 10.2173/bow.herwar.01species_shared.bow.project_name. Available from https://birdsoftheworld.org/bow/species/herwar/cur/introduction (accessed May 15, 2024)."""
Hermit Warbler (Setophaga occidentalis),herwar,9.6.1 Light pollution,2.1 Species mortality,Negative impact (Extrapolated),"At a fine scale, negative consequences have been demonstrated for birds during nocturnal migratory flight. Point sources of ALAN disorient and attract birds actively engaged in migration27,31–34 to the extent that birds can be “trapped” by bright sources of ALAN when migrating over urban areas. High-intensity urban light installations can dramatically alter multiple behaviors of nocturnally migrating birds even to distances of several kilometers from the source35. Migrants will slow down their flight speed, start circling the light source, and call more frequently near the lights. It is well known that bird mortality due to collisions with buildings is related to light emissions from the buildings","""Cabrera-Cruz SA, Smolinsky JA, Buler JJ. 2018. Light pollution is greatest within migration passage areas for nocturnally-migrating birds around the world. Scientific Reports (Nature Publisher Group) 8:1–8. Available from https://www.proquest.com/docview/2004127038/abstract/3A5554D8374140E2PQ/1 (accessed May 16, 2024)."""
Hooded Warbler (Setophaga citrina),hoowar,1.1 Housing & Urban Areas,1.2 Ecosystem degradation,Negative impact (Literature),"These species significantly preferred urban forest fragments: American Redstart, Chestnut-sided Warbler, Prothonotary Warbler, Worm-eating Warbler, Black-and-white Warbler, Eastern Towhee, Veery, Hooded Warbler, Black-throated Blue Warbler, and Ovenbird.","""Buron R, Hostetler ME, Andreu M. 2022. Urban forest fragments vs residential neighborhoods: Urban habitat preference of migratory birds. Landscape and Urban Planning 227:104538. Available from https://www.sciencedirect.com/science/article/pii/S0169204622001876 (accessed May 15, 2024)."""
Hooded Warbler (Setophaga citrina),hoowar,1.1.1 High-density urban development,2.1 Species mortality,Negative impact (Extrapolated),"Considering the family level ofbirds in the CCA, we noted that members of the Parulidae were more strongly associated with higher GreenLevels (high tree canopy and exposed habitats; Fig.5).","""Cusa M, Jackson DA, Mesure M. 2015. Window collisions by migratory bird species: Urban geographical patterns and habitat associations. Urban Ecosystems 18:1427–1446. Available from https://doi.org/10.1007/s11252-015-0459-3 (accessed May 15, 2024)."""
Hooded Warbler (Setophaga citrina),hoowar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Flycatchers, tanagers, vireos, warblers, thrushes, and bluebirds respond negatively to urbanization in ponderosa pine forests.","""Chace JF, Walsh JJ. 2006. Urban effects on native avifauna: a review. Landscape and Urban Planning 74:46–69. Available from https://www.sciencedirect.com/science/article/pii/S016920460400146X (accessed May 15, 2024)."""
Hooded Warbler (Setophaga citrina),hoowar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Extrapolated),"Table 1, list of sensitive species","""Glennon MJ, Kretser HE. 2013. Size of the ecological effect zone associated with exurban development in the Adirondack Park, NY. Landscape and Urban Planning 112:10–17."""
Hooded Warbler (Setophaga citrina),hoowar,1.1.2 Low-density suburban development,1.2 Ecosystem degradation,Negative impact (Literature),"Our reviews yielded data from 48 peer-reviewed studies that allowed us to compile a list of 219 species of forest birds, all of which utilized small forest fragments and trees within residential areas in some way either during the breeding or migration season or both.

For interior-forest specialists, fragmented landscapes caused by urbanization and agriculture generally do not provide high quality breeding habitat due to increased nest predation and to parasitism by cowbirds (Ibáñez-Álamo et al., 2015), competition with invasive species (Shochat et al., 2010), and anthropogenic pollution (e.g. noise, light, chemical, etc.) (Laurance, 2008). Even when these remaining fragments represent good quality habitat, the break in connectivity poses problems for some birds because traversing roads, bridges, open fields, and other humanmade structures involves high risk of predation and collision (Loss,
Ruiz, & Brawn, 2009).","""Archer J-MJ, Hostetler ME, Acomb G, Blair R. 2019. A systematic review of forest bird occurrence in North American forest fragments and the built environment. Landscape and Urban Planning 185:1–23."""
Hooded Warbler (Setophaga citrina),hoowar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Extrapolated),"Today, the expansion of agriculture continues to be the major driver of biodiversity loss. Agriculture affects every type of habitat and impacts 76% of the landbird species of highest conservation concern; 65% are threatened by unsustainable livestock grazing. Preventing the conversion of large areas of habitat, whether grassland, forest, or aridlands, in the core distribution of species of concern will be necessary to stem the rapid decline of many landbirds","""Berlanga H, Kennedy J, Rich T. 2010. Saving our shared birds: Partners in Flight Tri-national vision for landbird conservation. United States Fish and Wildlife: Staff Publications. Available from https://digitalcommons.unl.edu/usfwspubs/376."""
Hooded Warbler (Setophaga citrina),hoowar,2.1.3 Agriculture development,1.1 Ecosystem conversion,Negative impact (Literature),"In Canada, this species is considered threatened because it is restricted to the Carolinian forests of s. Ontario, a region severely fragmented by agriculture and urbanization (Austen et al. 1994).","""Chiver I, Evans Ogden LJ, Stutchbury BJ. 2020. Hooded Warbler (Setophaga citrina), version 1.0. Birds of the World. Available from https://doi.org/10.2173/bow.hoowar.01."""
Hooded Warbler (Setophaga citrina),hoowar,2.3.2 Pasture development,1.1 Ecosystem conversion,Negative impact (Literature),"Listed in Table 2 ""Projected vulnerability of neotropical migratory landbirds to anthtropogenic alteration of tropical broadleaved forests.""
","""Petit DR, Lynch JF, Hutto RL, Blake JG, Waide RB. 1993. Management and conservation of migratory landbirds overwintering in the Neotropics. Status and management of Neotropical migratory birds; 1992 September 21-25; Estes Park, CO. Gen. Tech. Rep. RM-229. Fort Collins, CO: U.S. Department of Agriculture, Forest Service, Rocky Mountain Forest and Range Experiment Station. 422 p. Pages 70–92."""
Hooded Warbler (Setophaga citrina),hoowar,3.1 Oil & Gas Drilling,1.2 Ecosystem degradation,Negative impact (Literature),"For forest interior focal species (Table 3), four species showed consistent negative responses to shale gas at a local extent, and also had high relative importance values for shale gas: hooded warbler (0.82), Kentucky warbler (0.95), red-eyed vireo (0.92), and worm-eating warbler (0.99).","""Farwell LS, Wood PB, Brown DJ, Sheehan J. 2019. Proximity to unconventional shale gas infrastructure alters breeding bird abundance and distribution. The Condor 121:1–20. American Ornithological Society."""
Hooded Warbler (Setophaga citrina),hoowar,3.1.2 Onshore oil and gas production,1.2 Ecosystem degradation,Negative impact (Literature),Table 1. Positive estimates indicate greater abundances with increasing distance from shale gas. Significant responses are in bold (? = 0.05),"""Farwell LS, Wood PB, Brown DJ, Sheehan J. 2019. Proximity to unconventional shale gas infrastructure alters breeding bird abundance and distribution. The Condor 121:1–20. American Ornithological Society."""
